name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
A Brutal Pact: The Murder of Daniella Perez,5,pt,26,7.5,2
Doctor Cha,16,ko,26,8.4,3
Weissensee,24,de,26,8.365,3
The First Responders,24,ko,26,8.2,3
Matador,24,da,26,9.115,3
My Dad the Bounty Hunter,19,en,26,8.2,3
The Partridge Family,96,en,26,6.673,2
Cold Case Files,128,en,26,8.5,3
Sweet Revenge,54,ko,26,6.5,2
Jayce and the Wheeled Warriors,65,fr,26,6.731,2
Farming Life in Another World,12,ja,26,7.327,2
Tom Goes to the Mayor,30,en,26,6.96,2
Commander in Chief,18,en,26,7.788,2
The State Within,6,en,26,7.846,2
The Chelsea Detective,8,en,26,6.308,2
Daddy's Daughters,410,ru,26,5.6,1
Lastman,32,fr,26,7.692,2
Fireman Sam,312,cy,26,6.5,2
SanPa: Sins of the Savior,5,it,26,7.25,2
Cosita Linda,146,en,26,6.7,2
Collision,5,en,26,7.3,2
Tomorrow with You,16,ko,26,6.519,2
EVE,16,ko,26,6.462,2
Justice Served,6,en,26,6.7,2
Sangre de mi Tierra,59,es,26,7.1,2
13 Commandments,13,nl,26,6.2,2
The Hunt,24,es,26,6.596,2
Reincarnated as a Sword,12,ja,26,7.827,2
Homicide Hills,45,de,26,7.4,2
Hidden Palms,8,en,26,5.404,1
Mischievous Kiss: Love in Tokyo,32,ja,26,7.038,2
City of Men,27,pt,26,7.442,2
Beyblade: Metal Saga,192,ja,26,7.481,2
City on Fire,8,en,26,7.3,2
Bottom-Tier Character Tomozaki,12,ja,26,6.923,2
Blue's Clues & You!,70,en,26,6.808,2
Russian Dolls: Sex Trade,20,nl,26,7.7,2
Mystery Science Theater 3000,20,en,26,7.885,2
Thicker Than Water,8,fr,26,6.558,2
La Ruta Blanca,92,es,26,7.4,2
SABIKUI BISCO,12,ja,26,6.8,2
Oswald,52,en,26,6.654,2
Secrets of War,4,es,26,6.4,2
Day And Night,32,zh,26,8.6,3
Woke,16,en,26,5.846,1
HarmonQuest,30,en,26,8.2,3
One Outs,25,ja,26,8.1,3
Walking with Monsters,3,en,26,8.404,3
MTV Floribama Shore,75,en,26,8.1,3
HANEBADO!,13,ja,26,7.269,2
Those Who Kill,10,en,26,5.904,1
Poliana Moça,307,pt,26,6.1,2
The Sister,4,en,26,6.423,2
Hellfjord,7,no,26,6.2,2
A-Channel,12,ja,26,7.5,2
KONOSUBA – An Explosion on This Wonderful World!,12,ja,26,7.885,2
Starstruck,18,en,26,7.0,2
Before I Forget,10,es,26,8.7,3
House Arrest,12,ru,26,7.615,2
Doctor-X: Surgeon Michiko Daimon,70,ja,26,7.5,2
Higurashi: When They Cry - NEW,39,ja,26,8.1,3
The Murders at Starved Rock,3,en,26,7.0,2
The Ambassador's Daughter,52,tr,26,7.3,2
Russell Howard's Good News,95,en,26,7.135,2
Olympus,13,en,26,5.3,1
Little Boy Blue,4,en,26,7.808,2
Home Economics,42,en,26,7.3,2
Made in Heaven,16,hi,26,7.0,2
Skylanders Academy,38,en,26,6.0,1
Blowing Kisses,2,es,26,7.2,2
Hidden,20,cy,26,7.231,2
Household Subjugation - Mother and Sisters's Coquettish Voice,5,ja,26,7.8,2
Animal Control,12,en,26,5.808,1
Barbarians Rising,4,en,26,7.538,2
Second Spring,37,tr,26,8.6,3
Julia,16,en,26,7.5,2
Be Melodramatic,16,ko,26,7.9,2
Glow Up: Britain's Next Make-Up Star,40,en,26,6.7,2
The Unusuals,10,en,26,7.611,2
National Treasure,4,en,26,6.9,2
Sentimientos Ajenos,0,es,26,7.12,2
Schoolhouse Rock!,65,en,26,7.462,2
Ultraviolet,6,en,26,7.192,2
Pes,152,ru,26,9.2,3
Cannon,123,en,26,7.0,2
Adventure Beast,12,en,26,6.6,2
Zen,3,en,26,7.212,2
The Great Queen Seondeok,62,ko,26,8.25,3
Pokémon: The Arceus Chronicles,4,ja,26,7.038,2
Captain Fall,10,en,26,6.731,2
Classé XXX,3,fr,26,2.8,0
Ms. Koizumi Loves Ramen Noodles,12,ja,26,7.4,2
Ultraman,39,ja,26,8.2,3
Battle of the Planets,85,en,26,7.0,2
The Replacement,3,en,26,7.1,2
Survive,12,en,26,7.038,2
Borderline,12,en,26,6.423,2
Cuffs,8,en,26,7.2,2
Tsubasa RESERVoir CHRoNiCLE,52,ja,26,6.846,2
Earth at Night in Color,12,en,26,8.0,2
MXC,81,en,26,6.796,2
Dark Net,16,en,26,5.962,1
Taxi Brooklyn,12,en,26,5.558,1
Cedar Cove,36,en,26,7.0,2
El Pantera,43,es,26,8.077,3
Morgen hör ich auf,5,de,26,7.6,2
Ricochet Rabbit & Droop-a-Long,23,en,26,7.2,2
Deceit,4,en,26,6.654,2
Fishing with John,6,en,26,7.5,2
#blackAF,8,en,26,6.558,2
Citizen Khan,34,en,26,7.019,2
Look Around You,14,en,26,8.2,3
Nuestra Lucha Libre,5,es,26,7.4,2
Celebrity Hunted Italy,18,it,26,6.1,2
Clique,12,en,26,6.635,2
I'm with the Band: Nasty Cherry,6,en,26,7.0,2
Quartet,10,ja,26,8.0,2
Alice in Wonderland,2,en,26,6.885,2
Nature,636,en,26,8.058,3
2Moons: The Series,12,th,26,6.2,2
Life,16,ko,26,7.6,2
Brave and Beautiful,32,tr,26,8.5,3
This Country,18,en,26,8.327,3
Psi Factor: Chronicles of the Paranormal,88,en,26,7.269,2
Pepper Ann,113,en,26,6.5,2
Sparking Joy with Marie Kondo,3,en,26,6.9,2
Miss Marple: A Pocketful of Rye,2,en,26,6.962,2
The Roosevelts: An Intimate History,7,en,26,8.7,3
Light & Magic,6,en,26,7.654,2
Uncoupled in Rio,7,pt,26,5.7,1
Mummies Alive!,42,en,26,6.212,2
Golden Life,24,hu,26,8.154,3
Doctor John,32,ko,26,7.4,2
Four Weddings and a Funeral,10,en,26,7.269,2
Sell Your Haunted House,16,ko,26,7.6,2
The Nest,5,en,26,7.1,2
Alias Smith and Jones,50,en,26,6.769,2
Re:Creators,22,ja,26,6.6,2
Tales of Zestiria the X,25,ja,26,7.3,2
Conan the Adventurer,65,en,26,7.3,2
Chozen,13,en,26,6.115,2
A Tale Dark & Grimm,10,en,26,7.481,2
Spenser: For Hire,65,en,26,6.8,2
Strangers,8,en,25,6.94,2
Dinotopia,13,en,25,5.22,1
Madoff: The Monster of Wall Street,4,en,25,7.2,2
Secret Celebrity RuPaul's Drag Race,12,en,25,6.4,2
Visitors,8,fr,25,6.88,2
The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,12,ja,25,7.6,2
B Positive,34,en,25,6.84,2
Friends with Benefits,12,en,25,6.38,2
ONI: Thunder God's Tale,4,en,25,8.02,3
Class of '07,8,en,25,7.1,2
Clueless,62,en,25,6.22,2
Sweet/Vicious,10,en,25,7.1,2
Better With You,22,en,25,6.4,2
Rabbids Invasion,310,fr,25,6.1,2
Life on Mars,16,ko,25,8.3,3
Harry Wild,14,en,25,6.4,2
Timmy Time,78,en,25,6.52,2
Harry Enfield and Chums,13,en,25,7.0,2
Jane Eyre,11,en,25,7.0,2
Come Dine with Me,1291,en,25,5.1,1
Cadfael,13,en,25,7.3,2
Web Therapy,43,en,25,7.3,2
Epic Rap Battles of History,85,en,25,7.1,2
Mother,33,tr,25,7.4,2
The American West,8,en,25,7.0,2
Flip or Flop,158,en,25,6.28,2
Skylines,6,de,25,6.8,2
Eight Is Enough,112,en,25,6.02,2
Criminal Minds,20,ko,25,7.42,2
Zombieverse,8,ko,25,6.4,2
The Dead Lands,8,en,25,7.5,2
Bellevue,8,en,25,6.06,2
Vividred Operation,12,ja,25,7.4,2
Phantom: Requiem for the Phantom,26,ja,25,7.32,2
Sungkyunkwan Scandal,20,ko,25,7.4,2
Are We There Yet?,100,en,25,6.22,2
Perpetual Grace LTD,10,en,25,7.08,2
El puntero,39,es,25,7.1,2
Carmilla,120,en,25,7.88,2
Daniel Boone,165,en,25,6.5,2
The Lost Empire,2,en,25,4.8,1
The Dust Bowl,2,en,25,7.917,2
Battlestar Galactica: The Resistance,10,en,25,7.16,2
The Embassy,11,es,25,6.7,2
Five Days,10,en,25,5.88,1
Summerland,26,en,25,7.1,2
Your Pretty Face Is Going to Hell,42,en,25,6.88,2
The Piano Forest,24,ja,25,5.98,1
The Lake,16,en,25,6.36,2
"What Happened, Brittany Murphy?",2,en,25,5.94,1
Den-noh Coil,26,ja,25,7.44,2
Yowamushi Pedal,137,ja,25,7.04,2
Sayonara Zetsubou Sensei,38,ja,25,7.24,2
Real Husbands of Hollywood,60,en,25,7.6,2
Switched,6,ja,25,7.56,2
Lie to Me,16,ko,25,7.3,2
The Beast,13,en,25,7.4,2
Pit Bulls and Parolees,214,en,25,8.1,3
Betrayal,13,en,25,6.5,2
Amor Amor,376,pt,25,3.08,1
Fireworks of My Heart,40,zh,25,7.4,2
The Inbetweeners,12,en,25,4.1,1
A Piece of Your Mind,12,ko,25,7.48,2
The Incredible Dr. Pol,267,en,25,8.4,3
Weird Loners,6,en,25,6.0,1
Aspirants,5,hi,25,7.5,2
WWE 24,36,en,25,6.44,2
Road to Avonlea,91,en,25,8.3,3
An Incurable Case of Love,10,ja,25,7.8,2
The Guest Book,20,en,25,7.04,2
Rising Damp,28,en,25,7.4,2
Shahs of Sunset,128,en,25,6.4,2
Betas,11,en,25,6.8,2
Tú también lo harías,8,es,25,7.06,2
Teachers,40,en,25,7.2,2
The Longest Day in Chang'an,48,zh,25,8.4,3
Chicken Girls,144,en,25,7.2,2
The Smile Has Left Your Eyes,16,ko,25,7.74,2
Sanctuary,8,ja,25,7.72,2
The Apprentice,231,en,25,5.5,1
Till The End of The Moon,40,zh,25,7.4,2
Beakman's World,91,en,25,8.4,3
"Go, Dog. Go!",48,en,25,8.64,3
My Strange Hero,32,ko,25,6.64,2
Alcanzar una estrella,160,es,25,7.6,2
Killer Ratings,7,pt,25,7.04,2
Junjou Romantica,36,ja,25,6.6,2
Petra,8,it,25,7.0,2
Who Killed Little Gregory?,5,fr,25,7.18,2
ItaKiss,25,ja,25,6.38,2
Zoboomafoo,65,en,25,6.38,2
Theory of Love,12,th,25,7.3,2
Stag,3,en,25,6.08,2
Killer Wave,2,en,25,6.12,2
Marsupilami,39,en,25,5.4,1
Honey and Clover,36,ja,25,8.3,3
Deus Salve o Rei,174,pt,25,3.5,1
Kitchen Confidential,13,en,25,7.0,2
Time: The Kalief Browder Story,6,en,25,7.3,2
Blaze and the Monster Machines,142,en,25,6.28,2
Urusei Yatsura,218,ja,25,7.76,2
Miru Tights,12,ja,25,6.7,2
Grace Under Fire,112,en,25,5.54,1
American Manhunt: The Boston Marathon Bombing,3,en,25,7.6,2
A Suitable Boy,6,en,25,5.62,1
Big Fat Quiz,19,en,25,7.9,2
Trailer Park Boys: Out of the Park: Europe,8,en,25,6.12,2
World Trigger,99,ja,25,7.5,2
Black Summoner,12,ja,25,6.96,2
Roots: The Next Generations,7,en,25,7.5,2
Oreshura,13,ja,25,5.8,1
Somali and the Forest Spirit,12,ja,25,7.18,2
The Slap,8,en,25,6.46,2
If I See You in my Dreams,16,ja,25,6.6,2
Jumong,81,ko,25,8.26,3
Gangs of Oslo,6,no,25,7.64,2
Night Visions,26,en,25,7.3,2
The Windsors,18,en,25,6.5,2
Blown Away,30,en,25,6.8,2
Son of the Beach,42,en,25,7.0,2
The Wallflower,25,ja,25,6.64,2
School Babysitters,12,ja,25,7.3,2
Fate/kaleid liner Prisma Illya,42,ja,25,7.16,2
Didn't I Say to Make My Abilities Average in the Next Life?!,12,ja,25,6.8,2
The Same Sky,3,de,25,6.9,2
Beast Tamer,13,ja,25,8.06,3
Animal,8,en,25,7.92,2
Comedy Central Presents,286,en,25,6.9,2
Tim and Eric's Bedtime Stories,15,en,25,7.44,2
The Cramp Twins,52,en,25,6.16,2
Vermeil in Gold,12,ja,25,6.6,2
Boogiepop and Others,18,ja,25,7.1,2
Barkskins,8,en,25,6.2,2
Ladies versus Butlers!,12,ja,25,6.72,2
90 Day Fiancé: Happily Ever After?,105,en,25,7.88,2
Jack Taylor,9,en,25,6.86,2
The Ghost Busters,15,en,25,7.0,2
Queens,13,en,25,7.88,2
"Pinky, Elmyra & The Brain",25,en,25,5.9,1
The Mitchell and Webb Situation,6,en,25,7.68,2
Reckless,13,en,25,7.28,2
Speed Grapher,24,ja,25,7.4,2
Queen's Blade,36,ja,25,6.9,2
Mafia Only Kills in Summer,24,it,25,7.38,2
The Profit,115,en,25,7.8,2
Sorry For Your Loss,20,en,25,7.64,2
Granblue Fantasy: The Animation,24,ja,25,6.44,2
Life of Kylie,8,en,25,7.0,2
Guns Germs & Steel,3,en,25,6.288,2
Isla Brava,8,es,25,8.24,3
Stove League,16,ko,25,8.2,3
Inferno Cop,13,ja,25,5.68,1
My Hero,50,en,25,6.5,2
Unforgiven,3,en,25,7.48,2
Endgame,13,en,25,7.04,2
Defendant,18,ko,25,8.2,3
Breathe: Into the Shadows,20,hi,25,7.1,2
Case Histories,9,en,25,8.0,2
GAP,12,th,25,8.8,3
Corleone: A History of la Cosa Nostra,2,fr,25,8.0,2
Angry Boys,12,en,25,6.7,2
Nighty Night,12,en,25,7.88,2
Mira lo que has hecho,18,es,25,6.7,2
Al Hayba,150,ar,25,6.3,2
One Dollar Lawyer,12,ko,25,8.04,3
Heathers,9,en,25,7.42,2
Married,23,en,25,6.7,2
Sprung,9,en,25,7.8,2
WWW.Working!!,13,ja,25,5.42,1
Blanca,7,it,25,7.8,2
The Journalist,6,ja,24,7.646,2
Tales of the Gold Monkey,22,en,24,7.458,2
SUPER HxEROS,12,ja,24,5.8,1
Love Island Australia,115,en,24,6.104,2
The Hitchhiker,85,en,24,6.292,2
La Linea,82,it,24,7.583,2
Heartbeat,10,en,24,6.4,2
Vita da Carlo,20,it,24,6.729,2
The Lone Ranger,221,en,24,7.0,2
Overflow,8,ja,24,7.5,2
Time Goes By,120,tr,24,6.783,2
"That Winter, the Wind Blows",16,ko,24,7.0,2
García!,6,es,24,5.854,1
Hotel Transylvania: The Series,97,en,24,6.75,2
The Full Monty,8,en,24,7.9,2
A Couple of Cuckoos,24,ja,24,7.4,2
Partners,13,en,24,6.0,1
To the Ends of the Earth,3,en,24,6.1,2
Sakura Trick,12,ja,24,5.6,1
Triad Princess,6,zh,24,6.667,2
Police Woman,92,en,24,6.229,2
Apocalypse: The Battle of Verdun,2,fr,24,7.729,2
Less than Perfect,81,en,24,6.9,2
Waterloo Road,214,en,24,7.2,2
Curfew,8,en,24,5.708,1
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,12,ja,24,7.042,2
13 Reasons Why: Beyond the Reasons,3,en,24,5.896,1
Stawka większa niż życie,18,pl,24,7.9,2
Anupamaa,622,hi,24,4.5,1
Off the Hook,6,fr,24,6.7,2
Dennis the Menace,146,en,24,6.7,2
Louis Theroux: Miami Mega-Jail,2,en,24,7.5,2
The Bisexual,6,en,24,6.938,2
Spellbinder,52,en,24,7.4,2
Shot in the Dark,8,en,24,7.3,2
London Kills,20,en,24,6.667,2
The Innocence Files,9,en,24,7.5,2
Losing Alice,8,he,24,6.729,2
Before We Die,18,sv,24,6.625,2
The Best Hit,32,ko,24,7.563,2
Heavy Rescue: 401,89,en,24,7.771,2
Stath Lets Flats,18,en,24,6.9,2
Caroline in the City,97,en,24,6.458,2
Boogiepop Phantom,12,ja,24,6.8,2
Saimin Seishidou,6,ja,24,8.9,3
Fastlane,22,en,24,6.4,2
Total Drama Presents: The Ridonculous Race,26,en,24,7.6,2
Eat the Rich: The GameStop Saga,3,en,24,5.792,1
Trollied,70,en,24,6.3,2
Secret Healer,20,ko,24,7.3,2
Great Migrations,7,en,24,7.958,2
The Ignorant Angels,8,it,24,6.854,2
Accidentally In Love,30,zh,24,7.2,2
Berlin Alexanderplatz,14,de,24,8.46,3
Fruit Ninja Frenzy Force,11,en,24,6.4,2
Memorist,16,ko,24,7.396,2
The Patrick Star Show,56,en,24,5.8,1
Kaun Banega Crorepati,1169,hi,24,6.958,2
You Are My Glory,32,zh,24,8.4,3
Dietland,10,en,24,6.0,1
Carnival Phantasm,12,ja,24,8.917,3
Ted Bundy: Falling for a Killer,5,en,24,7.4,2
The Princess Weiyoung,54,zh,24,7.063,2
Gone,12,en,24,7.438,2
How to Change Your Mind,4,en,24,8.0,2
Filthy Rich & Catflap,6,en,24,6.5,2
Ace Attorney,47,ja,24,7.1,2
Chief of Staff,20,ko,24,7.979,2
Cheat,4,en,24,6.5,2
King & Maxwell,10,en,24,6.9,2
American Playboy: The Hugh Hefner Story,10,en,24,5.5,1
Nodame Cantabile,11,ja,24,7.667,2
Bring It!,122,en,24,9.063,3
Banished,7,en,24,7.3,2
Princess Sarah,46,ja,24,7.8,2
Return to Lonesome Dove,4,en,24,6.8,2
Mr. Heart,8,ko,24,5.9,1
BTS: Burn the Stage,8,en,24,8.333,3
Kroll Show,30,en,24,6.5,2
The Thaw,6,pl,24,6.0,1
The Muppets Mayhem,10,en,24,5.9,1
Dhindora,8,hi,24,5.333,1
Ser o no ser,12,es,24,7.5,2
Karadayi,115,tr,24,7.5,2
Foo Fighters Sonic Highways,8,en,24,8.0,2
Noughts + Crosses,10,en,24,6.3,2
Strawberry Shortcake,26,en,24,6.938,2
One on One,113,en,24,8.208,3
False Flag,25,he,24,7.1,2
The Nazis: A Warning from History,6,en,24,8.4,3
Limetown,10,en,24,5.979,1
Pandemic,4,en,24,5.1,1
Lorena,4,en,24,6.8,2
Grey's Anatomy: B-Team,6,en,24,7.3,2
Pesci piccoli,6,it,24,7.021,2
Heaven's Memo Pad,12,ja,24,7.771,2
The Game of Life,185,es,24,8.167,3
Wave Makers,8,zh,24,8.5,3
Norm Macdonald Has a Show,10,en,24,7.8,2
Your Turn To Kill,22,ja,24,7.9,2
The Master of Ragnarok & Blesser of Einherjar,12,ja,24,4.7,1
Mommy XXX,13,en,24,3.3,1
The Lost Village,12,ja,24,5.1,1
Poyraz Karayel,82,tr,24,7.708,2
Captain Tsubasa J,47,ja,24,7.042,2
Siesta Key,91,en,24,7.7,2
The Aliens,6,en,24,5.4,1
Wiseguy,75,en,24,6.792,2
Flikken Maastricht,188,nl,24,6.833,2
The Secret,4,en,24,6.2,2
The Game,6,en,24,7.5,2
Rise,10,en,24,7.3,2
The Driver,3,en,24,7.333,2
Aleph,16,tr,24,7.6,2
On the Buses,74,en,24,7.292,2
The Qwaser of Stigmata,36,ja,24,7.5,2
Mobile Suit Zeta Gundam,50,ja,24,8.083,3
Dragons' Den,242,en,24,6.208,2
Queer as Folk,8,en,24,7.042,2
Drawing Sword,30,zh,24,9.208,3
The Story of Tracy Beaker,125,en,24,6.271,2
I Told Sunset About You,10,th,24,8.896,3
That Girl,137,en,24,6.25,2
Pupa,12,ja,24,3.896,1
A Tale of Thousand Stars,10,th,24,8.458,3
Well-Intended Love,40,zh,24,7.354,2
Muppets Now,6,en,24,5.542,1
Community Squad,8,es,24,7.875,2
The Mole,10,en,24,6.6,2
Liquidation,14,ru,24,8.7,3
"My Boss, My Hero",10,ja,24,8.0,2
Streets of Laredo,3,en,24,6.174,2
American Experience,386,en,24,8.0,2
The Good Mothers,6,it,24,7.104,2
Below the Surface,16,da,24,6.104,2
The Deep,65,en,24,7.5,2
"McCartney 3, 2, 1",6,en,24,8.604,3
Honour,2,en,24,7.438,2
Flint Town,8,en,24,7.0,2
The Red Sleeve,17,ko,24,7.813,2
Angel's 3Piece!,12,ja,24,7.4,2
Akebi's Sailor Uniform,12,ja,24,6.9,2
Odd Mom Out,30,en,24,6.2,2
The Hardy Boys / Nancy Drew Mysteries,46,en,24,7.125,2
La Fortuna,6,es,24,6.7,2
Dignity,8,de,24,6.8,2
Mystery Lab,8,pt,24,7.2,2
GTO: Great Teacher Onizuka,12,ja,24,8.5,3
Prisoner: Cell Block H,692,en,24,7.667,2
"Web of Make Believe: Death, Lies and the Internet",6,en,24,6.417,2
Dates,9,en,24,7.0,2
My Girl,23,ko,24,7.6,2
F Troop,65,en,24,6.042,2
90 Day Fiancé: The Other Way,92,en,24,8.021,3
Duty After School,12,ko,24,8.6,3
Notre-Dame,6,fr,24,5.8,1
Nodame Cantabile,45,ja,24,8.0,2
The Crime of the Century,2,en,24,8.083,3
Koala Man,8,en,24,6.9,2
Labyrinth of Passion,80,es,24,7.3,2
Disney Presents Goofy in How to Stay at Home,3,en,24,6.167,2
UFOs,24,fr,24,7.75,2
Operation Petticoat,33,en,24,7.0,2
Challenge of the Super Friends,32,en,24,6.8,2
George and Mildred,38,en,24,6.708,2
Worst Cooks in America,197,en,24,6.417,2
Side Hustle,46,en,24,7.458,2
My Happy Marriage,13,ja,24,7.8,2
Bravest Warriors,82,en,24,7.438,2
House Hunters,804,en,24,5.3,1
The Republic of Sarah,13,en,24,7.4,2
World's Most Wanted,5,en,24,7.271,2
Lucky Hank,8,en,24,6.8,2
Legacy: The True Story of the LA Lakers,10,en,24,8.396,3
The Weekenders,73,en,24,7.8,2
Valley of the Wolves: Ambush,300,tr,24,6.1,2
Emil of Lönneberga,13,sv,24,7.667,2
"20,000 Leagues Under the Sea",2,en,24,5.6,1
Earthworm Jim,23,en,24,7.2,2
9 End 2 Outs,16,ko,24,7.5,2
The Interest of Love,16,ko,24,6.3,2
Pretty Hard Cases,32,en,23,6.7,2
Total Bellas,54,en,23,6.5,2
Cold Feet,61,en,23,8.1,3
Chio's School Road,29,ja,23,7.174,2
The Narcosatanist,3,es,23,6.864,2
The Young Montalbano,12,it,23,8.0,2
Madoff,4,en,23,6.37,2
Come Home Love: Lo and Behold,2107,cn,23,4.565,1
A Record of a Mortal's Journey to Immortality,110,zh,23,8.9,3
Fights Break Sphere,45,zh,23,7.543,2
Janet King,24,en,23,6.891,2
Jabberjaw,16,en,23,6.522,2
Outmatched,10,en,23,7.3,2
Wonders of Life,5,en,23,8.087,3
Cyberchase,109,en,23,7.261,2
Capitaine Marleau,32,fr,23,6.159,2
The Hunger,44,en,23,5.7,1
Zapped,15,en,23,6.478,2
7th Grade Civil Servant,20,ko,23,7.1,2
Chuggington,174,en,23,6.783,2
To the Beautiful You,16,ko,23,6.478,2
School 2013,16,ko,23,7.848,2
Super Mario World,13,en,23,6.3,2
Emergency Couple,21,ko,23,8.0,2
Jack Irish,16,en,23,7.3,2
Designing Women,163,en,23,6.9,2
You Make Me Dance,8,ko,23,5.87,1
"Work Later, Drink Now",24,ko,23,8.3,3
Mum,18,en,23,7.522,2
Forever Knight,70,en,23,6.783,2
Kardeslerim,105,tr,23,7.8,2
The Zen Diaries of Garry Shandling,2,en,23,7.783,2
Sex Traffic,2,en,23,6.6,2
Lucha Underground,127,en,23,6.8,2
SuperTed,36,cy,23,7.087,2
Circle,12,ko,23,6.826,2
Scare PewDiePie,10,en,23,5.688,1
Queenmaker,11,ko,23,8.217,3
Rain Dogs,8,en,23,6.543,2
Through the Darkness,12,ko,23,7.196,2
In Plain Sight,3,en,23,6.9,2
Terrace House: Boys & Girls in the City,46,ja,23,7.5,2
The Fantastic Four,13,en,23,7.6,2
War of the Worlds,44,en,23,6.6,2
Medcezir,77,tr,23,6.6,2
Nowhere Man,25,en,23,7.696,2
Public Enemy,26,fr,23,6.783,2
.hack,64,ja,23,6.7,2
For Better or Worse,135,en,23,7.2,2
Aoharu x Machinegun,12,ja,23,7.7,2
Eurovision Song Contest,104,en,23,6.8,2
Silk Stalkings,176,en,23,6.3,2
Don't Ever Wipe Tears Without Gloves,3,sv,23,6.957,2
Will,10,en,23,6.2,2
My Bride is a Mermaid,26,ja,23,6.043,2
Quanzhi Fashi,72,zh,23,7.174,2
Hakuoki,34,ja,23,6.7,2
NASA's Unexplained Files,47,en,23,7.7,2
Yellowstone,3,en,23,8.13,3
Murdaugh Murders: A Southern Scandal,6,en,23,6.7,2
Missing,55,en,23,6.391,2
Take Two with Phineas and Ferb,20,en,23,7.478,2
Not Me,14,th,23,8.152,3
War and Remembrance,12,en,23,8.304,3
Flack,12,en,23,7.435,2
Heirs of the Night,26,en,23,7.0,2
The Green Glove Gang,8,pl,23,7.261,2
Song of the Bandits,9,ko,23,7.7,2
Utopia,40,en,23,7.826,2
Muppets Tonight,22,en,23,7.217,2
Secret Love,16,ko,23,7.978,2
Bobobo-bo Bo-bobo,76,ja,23,5.227,1
My Fair Nanny,173,ru,23,5.5,1
China Beach,64,en,23,7.2,2
California Dreams,78,en,23,6.826,2
Murder Mountain,6,en,23,6.9,2
Biography,311,en,23,6.1,2
Lark Rise to Candleford,40,en,23,8.7,3
Don't Look Deeper,14,en,23,7.6,2
The Rise of Phoenixes,70,zh,23,7.957,2
Here's Lucy,144,en,23,7.0,2
Blackout: Tomorrow is Too Late,6,de,23,6.109,2
Rowan & Martin's Laugh-In,141,en,23,7.217,2
I'm a Virgo,7,en,23,7.4,2
Thundarr the Barbarian,21,en,23,6.6,2
Bedlam,12,en,23,6.1,2
Buzzfeed Unsolved: True Crime,66,en,23,8.0,2
Eve of Destruction,2,en,23,4.696,1
Huff,26,en,23,7.957,2
Just Add Magic: Mystery City,10,en,23,8.1,3
Till Death Us Do Part,49,en,23,7.37,2
Moorim School,16,ko,23,7.152,2
Intruders,2,en,23,6.9,2
Open Your Eyes,6,pl,23,6.957,2
Lightfields,5,en,23,7.2,2
The Cursed,12,ko,23,7.7,2
Stolen Life,312,bg,23,3.1,1
Mulheres de Areia,203,pt,23,7.2,2
Profiling Paris,102,fr,23,7.4,2
Land Girls,15,en,23,7.8,2
Buso Renkin,26,ja,23,7.396,2
Super Fun Night,17,en,23,5.391,1
Daniel Tiger's Neighborhood,256,en,23,6.543,2
Un Professore,24,it,23,7.609,2
The Confidence Man JP,10,ja,23,7.63,2
Gormenghast,4,en,23,6.935,2
All or Nothing: Arsenal,8,en,23,8.0,2
Kindred: The Embraced,8,en,23,7.391,2
Camp WWE,10,en,23,5.391,1
Meister Eder und sein Pumuckl,52,de,23,7.283,2
Eagleheart,34,en,23,7.1,2
Yago,65,es,23,7.1,2
Un paso adelante,84,es,23,5.739,1
Life Goes On,83,en,23,6.5,2
Metal Evolution,12,en,23,8.2,3
Ah! My Goddess,46,ja,23,7.565,2
The No Man Zone,26,ru,23,9.2,3
Maldivas,7,pt,23,7.304,2
The Incredible Hulk,13,en,23,6.522,2
Sea Monsters,3,en,23,7.727,2
All That,179,en,23,7.804,2
The Young Offenders,18,en,23,7.522,2
Zorras,8,es,23,7.0,2
The Truth Will Out,13,sv,23,7.696,2
The Accident,4,en,23,6.7,2
The Adventures of the Galaxy Rangers,65,en,23,7.409,2
Alone Together,20,en,23,5.8,1
The Fiery Priest,40,ko,23,7.8,2
Who Wants to Be a Millionaire?,417,en,23,6.6,2
GAMERA -Rebirth-,6,ja,23,8.4,3
"Now, We Are Breaking Up",16,ko,23,7.0,2
The Newsreader,12,en,23,7.9,2
Toda la sangre,10,es,23,7.478,2
The Witcher: A Look Inside the Episodes,8,en,23,6.0,1
re:View,116,en,23,7.478,2
Calle y Poché: No Labels,8,es,23,7.043,2
Kill It,12,ko,23,7.196,2
Vehicle Force Voltron,52,en,23,7.522,2
The Dawn of the Witch,12,ja,23,5.9,1
Red Widow,8,en,23,5.7,1
Warrior,6,da,23,6.2,2
Foodie Love,8,es,23,6.978,2
Saints & Strangers,2,en,23,6.609,2
Hozuki's Coolheadedness,39,ja,23,6.87,2
Mobile Suit Gundam Unicorn,7,ja,23,7.9,2
Do You Like Brahms?,16,ko,23,7.1,2
My Own Worst Enemy,9,en,23,6.826,2
Rolie Polie Olie,79,en,23,6.435,2
Twenty Twelve,13,en,23,7.696,2
"From Now On, Showtime!",16,ko,23,7.2,2
War and Peace,4,en,23,6.478,2
The Fugitive,14,en,23,6.609,2
"Whose Vote Counts, Explained",3,en,23,6.8,2
